WindSpeed,Humidity,Pressure,Temperature,UV,RainToday,Humidity_Ke
19,67,0,8.8,0,No,78
11,72,0,12.7,0,No,80
20,47,0,16.2,0,No,73
24,84,0,9.7,0,Yes,83
28,74,0,7.8,0,Yes,80
11,87,0,9.4,0,No,84
11,94,0,8.4,0,No,86
6,82,0,8.2,0,No,82
11,80,0,9.4,0,No,82
9,95,0,9.2,0,No,86
20,63,0,14,0,No,77
15,75,0,9.6,0,Yes,81
13,84,0,10.1,0,No,83
9,93,0,9.7,0,No,86
9,96,0,9.1,0,No,86
11,90,0,10.5,0,No,85
7,78,0,12.2,0,No,81
13,92,0,9.2,0,No,85
19,70,0,12,0,No,79
9,94,0,10.5,0,Yes,86
19,83,0,10.5,0,Yes,83
11,79,0,9.8,0,No,82
20,60,0,11.5,0,No,76
19,81,0,11,0,Yes,82
20,84,0,11.6,0,No,83
13,88,0,11.7,0,No,84
17,74,0,12.2,0,No,80
13,88,0,9.2,0,No,84
4,60,0,9.8,0,No,76
24,63,0,9.6,0,No,77
2,79,0,12.4,0,No,82
15,70,0,11.1,0,No,79
20,59,0,11.3,0,No,76
19,40,0,14.1,0,No,71
17,25,0,14.2,0,No,67
9,70,0,15.8,0,No,79
6,94,0,12.7,0,Yes,86
19,89,0,10.7,0,No,84
13,82,0,9.8,0,No,82
17,80,0,10.5,0,No,82
20,70,0,10,0,No,79
19,55,0,11.5,0,No,75
7,85,0,11.2,0,No,83
0,96,0,10.2,0,Yes,86
7,71,0,13,0,No,79
15,28,0,16,0,No,67
6,93,0,12.3,0,Yes,86
9,86,0,13.7,0,Yes,84
19,54,0,17.7,0,No,75
22,69,0,14.4,0,No,79
20,63,0,12,0,No,77
22,51,0,18,0,No,74
11,51,0,18.6,0,No,74
13,49,0,18.1,0,No,73
19,78,0,13.8,0,No,81
13,28,0,22.1,0,No,67
15,29,0,20.6,0,No,68
2,91,0,13.2,0,Yes,85
9,92,0,11.2,0,Yes,85
4,70,0,11.9,0,Yes,79
19,80,0,9.3,0,No,82
20,77,0,14.6,0,No,81
17,67,0,11.4,0,No,78
20,71,0,13.5,0,No,79
20,42,0,20.9,0,No,71
15,57,0,16.4,0,Yes,75
35,66,0,12.6,0,Yes,78
26,58,0,13,0,Yes,76
11,67,0,15.8,0,No,78
11,70,0,15.2,0,No,79
13,51,0,17.8,0,No,74
20,81,0,15.2,0,No,82
13,64,0,14.1,0,No,77
4,45,0,16.5,0,No,72
7,64,0,15.7,0,No,77
19,49,0,17.7,0,No,73
24,48,0,18.2,0,Yes,73
22,66,0,17.6,0,No,78
17,64,0,15.4,0,No,77
28,15,0,26.4,0,No,64
31,93,0,10.6,0,Yes,86
15,86,0,10.1,0,Yes,84
9,67,0,15.1,0,No,78
13,48,0,20.2,0,No,73
9,85,0,15.8,0,No,83
28,45,0,20.4,0,No,72
28,62,0,15.4,0,Yes,77
20,55,0,18.1,0,No,75
13,65,0,16.4,0,No,78
20,59,0,18.1,0,No,76
11,49,0,18.2,0,No,73
20,72,0,16.4,0,No,80
9,55,0,18.9,0,No,75
20,40,0,23.2,0,No,71
22,62,0,14,0,Yes,77
20,56,0,15.8,0,No,75
19,29,0,22.8,0,No,68
13,53,0,18.6,0,No,74
6,52,0,16.3,0,No,74
13,38,0,21.1,0,No,70
24,55,0,14.8,0,No,75
19,43,0,14,0,No,72
15,37,0,18.1,0,No,70
15,17,0,24.3,0,0,64
26,11,0,26.4,0,No,63
13,65,0,18.8,0,No,78
13,88,0,18.2,0,Yes,84
17,95,0,14.9,0,Yes,86
17,70,0,18,0,Yes,79
9,83,0,15.7,0,Yes,83
15,87,0,15.1,0,No,84
24,50,0,21.1,0,No,74
0,90,0,16.6,0,No,85
17,46,0,24.3,0,No,72
19,49,0,18.8,0,No,73
6,54,0,17.6,0,No,75
15,49,0,20.1,0,No,73
9,27,0,25.8,0,No,67
6,62,0,20.5,0,No,77
31,59,0,16.8,0,No,76
15,45,0,16.7,0,No,72
28,34,0,21.6,0,No,69
17,45,0,19.4,0,No,72
7,45,0,18.2,0,No,72
24,29,0,25.4,0,No,68
6,59,0,21,0,No,76
31,40,0,19.7,0,No,71
11,47,0,18.5,0,No,73
19,29,0,24.4,0,No,68
30,21,0,28,0,No,65
20,52,0,25.6,0,No,74
17,91,0,15.7,0,Yes,85
13,89,0,13.2,0,Yes,84
22,70,0,13.3,0,Yes,79
6,49,0,15.2,0,No,73
15,39,0,22.7,0,No,70
24,41,0,23.1,0,No,71
15,54,0,23.6,0,No,75
15,80,0,16.4,0,Yes,82
20,69,0,19.7,0,No,79
17,51,0,21.2,0,No,74
7,63,0,18.6,0,No,77
20,47,0,18.4,0,No,73
9,48,0,16.4,0,No,73
19,54,0,19.2,0,No,75
22,47,0,21.1,0,No,73
17,65,0,18,0,No,78
15,71,0,21.4,0,Yes,79
17,71,0,20.1,0,Yes,79
6,60,0,19.2,0,No,76
20,49,0,24.4,0,No,73
24,48,0,17.1,0,No,73
13,49,0,19.4,0,No,73
15,56,0,23.5,0,No,75
19,69,0,17.6,0,No,79
9,74,0,18.1,0,No,80
15,61,0,19.2,0,No,77
22,41,0,24.6,0,No,71
20,65,0,17.6,0,No,78
15,74,0,17.4,0,No,80
26,61,0,19.1,0,No,77
22,39,0,25.1,0,No,70
26,56,0,17.5,0,No,75
6,45,0,18.4,0,No,72
13,49,0,21.4,0,No,73
6,45,0,18.3,0,No,72
11,49,0,20.3,0,No,73
6,49,0,19.3,0,No,73
17,30,0,25.3,0,No,68
22,26,0,31.1,0,No,67
24,75,0,19.1,0,Yes,81
6,76,0,17,0,No,81
11,52,0,18.8,0,No,74
4,57,0,18.3,0,No,75
19,74,0,16.9,0,No,80
13,46,0,18.2,0,No,72
9,41,0,22.6,0,No,71
9,55,0,23.1,0,No,75
6,57,0,21.5,0,No,75
19,36,0,26.6,0,No,70
22,42,0,27.4,0,No,71
15,63,0,19.5,0,No,77
7,51,0,24.1,0,No,74
15,44,0,20.8,0,No,72
19,48,0,22.8,0,No,73
15,38,0,26.1,0,No,70
20,39,0,26.5,0,No,70
24,75,0,20.7,0,No,81
24,45,0,19.5,0,No,72
13,66,0,16.6,0,No,78
22,63,0,17.8,0,Yes,77
20,49,0,19.7,0,No,73
7,46,0,21.6,0,No,72
15,41,0,25.2,0,No,71
24,32,0,27.9,0,No,68
17,63,0,21.1,0,No,77
7,52,0,21.4,0,No,74
13,51,0,21.6,0,No,74
26,49,0,24.3,0,No,73
13,54,0,24.9,0,No,75
13,38,0,27.9,0,No,70
17,29,0,33.1,0,No,68
20,60,0,21.7,0,No,76
7,51,0,20.8,0,No,74
15,47,0,21,0,No,73
13,44,0,19.8,0,No,72
19,45,0,19.8,0,No,72
24,44,0,22.5,0,No,72
22,37,0,24.1,0,No,70
19,37,0,26.2,0,No,70
17,53,0,22.7,0,No,74
19,56,0,19.8,0,No,75
24,53,0,21.3,0,No,74
26,50,0,22.6,0,No,74
15,43,0,24,0,No,72
19,48,0,25,0,No,73
17,26,0,29,0,No,67
17,60,0,24,0,No,76
20,53,0,22.9,0,No,74
17,46,0,24.9,0,No,72
24,22,0,34.6,0,No,66
9,63,0,22.6,0,No,77
24,56,0,22.8,0,No,75
15,68,0,19.7,0,No,79
7,74,0,22,0,Yes,80
20,67,0,21,0,No,78
13,49,0,19.3,0,No,73
20,54,0,20,0,No,75
17,45,0,24.8,0,No,72
19,53,0,22.6,0,No,74
19,73,0,20.8,0,No,80
6,59,0,22.9,0,No,76
11,59,0,22,0,No,76
11,54,0,21.6,0,No,75
28,49,0,18.9,0,No,73
24,53,0,23.2,0,No,74
6,30,0,32.6,0,No,68
9,78,0,22.4,0,No,81
9,77,0,24.5,0,Yes,81
17,77,0,18.7,0,No,81
20,56,0,20.5,0,No,75
11,67,0,19,0,No,78
11,60,0,20.9,0,No,76
9,56,0,20.5,0,No,75
19,59,0,19.3,0,No,76
11,61,0,19.3,0,No,77
13,62,0,18.6,0,No,77
6,59,0,20.7,0,No,76
9,64,0,18.9,0,No,77
9,66,0,21.3,0,No,78
13,59,0,21.1,0,No,76
19,58,0,22.6,0,No,76
24,20,0,31.9,0,No,65
19,17,0,28.5,0,No,64
24,57,0,26.9,0,No,75
17,62,0,22,0,No,77
17,63,0,22.3,0,No,77
24,54,0,24.8,0,No,75
15,66,0,17.8,0,No,78
11,60,0,18.4,0,No,76
17,75,0,19,0,Yes,81
24,80,0,16.6,0,No,82
17,64,0,14.9,0,No,77
17,57,0,15.8,0,No,75
7,56,0,17.7,0,No,75
24,57,0,16.4,0,No,75
20,50,0,17.9,0,No,74
11,69,0,19.1,0,No,79
7,90,0,16.7,0,No,85
24,38,0,24.7,0,No,70
11,94,0,17.6,0,Yes,86
20,73,0,16.1,0,Yes,80
13,79,0,15.1,0,No,82
13,65,0,18.7,0,No,78
17,59,0,19.2,0,No,76
17,81,0,18.3,0,No,82
15,68,0,14.8,0,No,79
19,69,0,13.8,0,No,79
7,83,0,13.1,0,Yes,83
19,73,0,17,0,Yes,80
24,55,0,19.7,0,Yes,75
19,80,0,17.7,0,No,82
19,78,0,16.7,0,No,81
15,86,0,16.2,0,Yes,84
9,75,0,16,0,Yes,81
19,92,0,14.8,0,Yes,85
7,67,0,14.5,0,No,78
15,65,0,14.2,0,No,78
6,82,0,15.4,0,No,82
22,65,0,15,0,No,78
26,60,0,15.6,0,No,76
13,56,0,14,0,No,75
7,40,0,17.9,0,No,71
22,78,0,16.7,0,No,81
15,66,0,12.5,0,No,78
4,79,0,13.2,0,No,82
9,75,0,14.6,0,No,81
15,69,0,15.6,0,No,79
20,69,0,15,0,No,79
20,51,0,15.4,0,No,74
19,36,0,17,0,No,70
20,42,0,17.4,0,No,71
17,57,0,13.5,0,No,75
9,72,0,17.9,0,No,80
24,58,0,11.5,0,No,76
15,81,0,12.4,0,No,82
11,88,0,12.4,0,No,84
7,72,0,13.9,0,No,80
13,59,0,13.9,0,No,76
13,74,0,15,0,No,80
9,79,0,16,0,No,82
9,91,0,14.4,0,Yes,85
7,81,0,14.7,0,No,82
9,71,0,11.7,0,Yes,79
22,57,0,12.5,0,No,75
22,35,0,13,0,No,69
28,30,0,15.2,0,No,68
24,30,0,16.3,0,No,68
30,72,0,14.5,0,Yes,80
17,86,0,12.4,0,Yes,84
0,96,0,10.1,0,No,86
4,94,0,8.4,0,No,86
15,74,0,9.8,0,No,80
13,46,0,14.8,0,No,72
7,93,0,12.7,0,No,86
13,89,0,12.8,0,No,84
11,70,0,14.6,0,No,79
11,96,0,10.3,0,No,86
4,93,0,10,0,No,86
0,96,0,10.7,0,No,86
7,92,0,10.5,0,No,85
11,69,0,11.7,0,No,79
17,47,0,13.2,0,No,73
20,53,0,14,0,No,74
24,75,0,15.2,0,No,81
11,79,0,15.4,0,No,82
19,51,0,18.4,0,No,74
11,59,0,14.6,0,No,76
11,78,0,12.8,0,No,81
7,74,0,12.5,0,No,80
7,70,0,13.7,0,No,79
20,79,0,12.4,0,No,82
15,74,0,10.5,0,No,80
9,64,0,12.7,0,No,77
9,94,0,14.1,0,No,86
11,91,0,11.8,0,Yes,85
13,96,0,9.1,0,No,86
9,96,0,9.4,0,No,86
7,96,0,8.1,0,No,86
13,92,0,10.4,0,Yes,85
20,80,0,13,0,Yes,82
15,84,0,16.5,0,Yes,83
4,94,0,13.1,0,Yes,86
20,85,0,10.9,0,Yes,83
11,95,0,10.1,0,Yes,86
19,84,0,9.7,0,No,83
17,74,0,10.3,0,No,80
6,73,0,10.5,0,No,80
7,95,0,12,0,No,86
7,94,0,11.1,0,No,86
11,60,0,11.6,0,No,76
15,47,0,11.4,0,No,73
15,47,0,13.6,0,No,73
9,45,0,15.1,0,No,72
4,87,0,12.1,0,Yes,84
11,95,0,12.4,0,No,86
11,93,0,11.1,0,No,86
7,95,0,10.8,0,No,86
7,85,0,10.9,0,No,83
13,94,0,9.7,0,Yes,86
11,92,0,8.7,0,Yes,85
19,86,0,8.8,0,No,84
9,90,0,8.7,0,Yes,85
4,86,0,9.8,0,No,84
7,81,0,9.7,0,No,82
2,77,0,12.1,0,No,81
7,90,0,8.9,0,Yes,85
7,95,0,8.1,0,No,86
17,91,0,7.9,0,No,85
19,62,0,11.2,0,No,77
19,45,0,12.3,0,No,72
13,79,0,9.6,0,No,82
22,74,0,8.5,0,Yes,80
13,59,0,8.9,0,No,76
9,86,0,9.3,0,No,84
15,76,0,8.7,0,No,81
19,67,0,11.4,0,No,78
6,93,0,9.2,0,No,86
17,81,0,9.4,0,No,82
13,65,0,9.8,0,No,78
7,95,0,10.9,0,No,86
6,95,0,12.6,0,No,86
17,91,0,13.8,0,Yes,85
17,86,0,9.7,0,Yes,84
6,73,0,10.7,0,No,80
6,95,0,9.9,0,No,86
4,94,0,10.2,0,No,86
6,94,0,9.7,0,No,86
9,87,0,10.6,0,No,84
13,67,0,10.9,0,No,78
19,82,0,12.8,0,No,82
20,76,0,7.3,0,Yes,81
24,67,0,9.2,0,Yes,78
20,81,0,10.1,0,Yes,82
13,84,0,12.3,0,No,83
9,81,0,12.2,0,No,82
13,77,0,13.4,0,No,81
17,54,0,16,0,No,75
2,80,0,14.9,0,No,82
9,61,0,17.8,0,No,77
13,81,0,16.4,0,Yes,82
13,80,0,13,0,No,82
22,80,0,11,0,Yes,82
11,86,0,10,0,Yes,84
11,94,0,9.1,0,Yes,86
17,74,0,11.7,0,Yes,80
11,77,0,10.8,0,No,81
11,95,0,9.3,0,Yes,86
19,72,0,11.4,0,No,80
19,58,0,12.6,0,No,76
19,55,0,12.5,0,No,75
15,36,0,16.6,0,No,70
19,77,0,14.9,0,Yes,81
20,65,0,12.5,0,No,78
22,88,0,5.5,0,Yes,84
11,82,0,9.5,0,Yes,82
13,80,0,10.4,0,No,82
19,51,0,15.4,0,No,74
7,88,0,12.9,0,No,84
7,71,0,11.7,0,No,79
9,65,0,13.7,0,No,78
17,57,0,15.2,0,No,75
19,41,0,18.3,0,No,71
26,21,0,24.1,0,No,65
13,64,0,15.1,0,0,77
19,58,0,16.4,0,No,76
19,83,0,10.9,0,Yes,83
17,69,0,11.7,0,Yes,79
17,80,0,10.4,0,No,82
6,65,0,10.9,0,Yes,78
20,66,0,12.1,0,No,78
26,35,0,17.9,0,No,69
17,66,0,16.1,0,No,78
20,54,0,12.2,0,No,75
7,58,0,11.7,0,No,76
15,67,0,13.6,0,No,78
20,60,0,15.5,0,No,76
15,51,0,17.8,0,No,74
24,21,0,22.5,0,No,65
17,70,0,16.6,0,No,79
19,72,0,14.3,0,No,80
20,71,0,13.7,0,No,79
13,42,0,20.8,0,No,71
11,57,0,19.1,0,No,75
22,34,0,22.9,0,No,69
9,17,0,27.1,0,No,64
13,32,0,21.5,0,No,68
11,55,0,22.9,0,No,75
20,61,0,18.6,0,No,77
19,54,0,12.8,0,No,75
26,43,0,14.5,0,No,72
17,49,0,17.4,0,No,73
22,35,0,21.4,0,No,69
22,22,0,29,0,No,66
9,67,0,17.7,0,No,78
15,53,0,20.1,0,No,74
22,26,0,30.5,0,No,67
17,49,0,20.5,0,Yes,73
19,40,0,16.4,0,No,71
11,44,0,18.2,0,No,72
20,31,0,21.5,0,No,68
30,28,0,29.6,0,No,67
15,73,0,14.4,0,Yes,80
11,62,0,17,0,No,77
15,53,0,20.2,0,No,74
20,31,0,25.7,0,No,68
17,48,0,22.1,0,No,73
15,70,0,17.6,0,No,79
13,69,0,15.2,0,No,79
15,92,0,14.2,0,Yes,85
11,83,0,15.9,0,No,83
22,73,0,18.3,0,No,80
17,67,0,19.7,0,Yes,78
11,46,0,26.4,0,No,72
11,60,0,22.6,0,No,76
11,66,0,17.1,0,No,78
9,84,0,17,0,Yes,83
22,67,0,15.7,0,Yes,78
6,54,0,18.1,0,No,75
20,25,0,27,0,No,67
13,22,0,28.4,0,No,66
6,68,0,22,0,Yes,79
11,83,0,18,0,No,83
17,67,0,18,0,No,78
13,69,0,17.3,0,No,79
19,48,0,25,0,No,73
13,78,0,19.3,0,No,81
13,56,0,21.9,0,No,75
20,37,0,23.9,0,No,70
22,29,0,29.7,0,No,68
7,52,0,23.3,0,Yes,74
17,32,0,28.6,0,No,68
17,37,0,21.8,0,No,70
19,30,0,18.8,0,No,68
17,44,0,18.4,0,No,72
20,48,0,17.8,0,No,73
15,42,0,22.3,0,No,71
24,24,0,27.1,0,No,66
13,68,0,22.3,0,Yes,79
17,73,0,15.9,0,Yes,80
19,48,0,17.7,0,0,73
20,42,0,21.3,0,No,71
15,81,0,18.3,0,Yes,82
11,53,0,21.2,0,No,74
20,43,0,19.3,0,No,72
19,48,0,16.8,0,No,73
19,42,0,20.9,0,No,71
17,27,0,26.9,0,No,67
13,81,0,19.7,0,Yes,82
9,73,0,20.7,0,Yes,80
31,56,0,16.6,0,Yes,75
20,68,0,16.7,0,Yes,79
13,56,0,17.6,0,No,75
4,50,0,21,0,No,74
19,46,0,20,0,No,72
15,61,0,17.4,0,No,77
17,34,0,25.2,0,No,69
20,59,0,21.1,0,No,76
9,46,0,21.3,0,No,72
9,39,0,25.2,0,No,70
17,17,0,32.1,0,No,64
20,67,0,20.1,0,No,78
7,63,0,20.9,0,No,77
22,42,0,17.4,0,No,71
24,48,0,18.7,0,No,73
22,46,0,21.6,0,No,72
15,43,0,24.6,0,No,72
15,40,0,24.9,0,No,71
17,32,0,33.2,0,No,68
24,34,0,18.9,0,No,69
15,40,0,17.9,0,No,71
19,35,0,22.7,0,No,69
15,25,0,28.9,0,No,67
26,15,0,33,0,No,64
22,73,0,18.7,0,No,80
20,70,0,16.5,0,No,79
22,57,0,17.9,0,No,75
30,67,0,17.9,0,No,78
22,61,0,22,0,No,77
28,58,0,20.4,0,No,76
11,57,0,21.4,0,No,75
26,62,0,21.8,0,Yes,77
26,53,0,22.5,0,No,74
20,48,0,22.8,0,0,73
15,37,0,27,0,No,70
11,83,0,19.9,0,Yes,83
13,57,0,25.5,0,Yes,75
15,61,0,23,0,No,77
19,56,0,19.2,0,No,75
22,43,0,19.6,0,No,72
20,40,0,22.5,0,No,71
15,43,0,24.7,0,No,72
20,26,0,29.7,0,No,67
11,62,0,25.1,0,Yes,77
9,68,0,23.6,0,Yes,79
9,75,0,21.8,0,No,81
13,78,0,20.3,0,Yes,81
4,64,0,17.2,0,No,77
13,61,0,21.6,0,No,77
6,68,0,24,0,Yes,79
13,74,0,19.5,0,No,80
9,73,0,22.4,0,Yes,80
15,73,0,21,0,No,80
13,60,0,19.1,0,No,76
17,52,0,20.3,0,No,74
20,54,0,20.6,0,No,75
20,32,0,28,0,No,68
24,60,0,16.7,0,Yes,76
19,57,0,17.1,0,No,75
13,47,0,19.5,0,No,73
19,51,0,19.9,0,No,74
17,52,0,22.7,0,No,74
13,33,0,27,0,No,69
11,40,0,25.2,0,No,71
17,37,0,26.3,0,No,70
20,34,0,27.6,0,No,69
4,32,0,29.4,0,No,68
24,19,0,33.3,0,No,65
19,73,0,20.8,0,No,80
22,61,0,20.9,0,No,77
15,49,0,19.6,0,No,73
17,51,0,19.9,0,No,74
17,56,0,20.2,0,No,75
19,44,0,24.2,0,No,72
20,51,0,24.7,0,No,74
20,86,0,16.8,0,Yes,84
15,86,0,16.5,0,Yes,84
20,57,0,23.3,0,Yes,75
26,39,0,27,0,No,70
2,65,0,20.7,0,No,78
15,62,0,18.6,0,No,77
7,52,0,16.9,0,No,74
17,53,0,20,0,No,74
19,31,0,26.6,0,No,68
28,16,0,32.5,0,No,64
4,90,0,21.1,0,Yes,85
15,90,0,17.7,0,No,85
15,60,0,20.6,0,No,76
19,49,0,22.3,0,No,73
24,86,0,19,0,No,84
2,91,0,19.2,0,No,85
13,80,0,20.3,0,No,82
17,68,0,19.5,0,No,79
6,62,0,21.6,0,No,77
9,64,0,21.9,0,No,77
20,55,0,25.9,0,No,75
13,86,0,19.1,0,Yes,84
13,73,0,21.3,0,No,80
17,43,0,25.1,0,No,72
26,58,0,23.1,0,No,76
20,61,0,21.5,0,No,77
17,48,0,25.5,0,No,73
20,57,0,18.1,0,No,75
19,54,0,17.2,0,No,75
20,53,0,20,0,No,74
19,78,0,18.8,0,Yes,81
17,68,0,20.5,0,No,79
15,93,0,19.2,0,Yes,86
17,85,0,18.8,0,Yes,83
24,94,0,17.5,0,Yes,86
17,80,0,18.7,0,Yes,82
17,79,0,17,0,No,82
17,86,0,14.5,0,Yes,84
15,74,0,17.5,0,Yes,80
6,70,0,18.3,0,No,79
11,64,0,19.8,0,No,77
22,48,0,22.9,0,No,73
13,86,0,17.5,0,No,84
13,74,0,17.5,0,No,80
15,63,0,20.8,0,No,77
22,45,0,26.1,0,No,72
20,46,0,17.4,0,No,72
13,60,0,15.7,0,No,76
9,45,0,17.6,0,No,72
11,53,0,18.1,0,No,74
11,50,0,20.4,0,No,74
15,61,0,18.6,0,No,77
20,63,0,19.4,0,No,77
15,64,0,18.4,0,No,77
15,64,0,18.6,0,No,77
13,63,0,21.9,0,No,77
11,78,0,18.5,0,No,81
26,72,0,17.8,0,No,80
22,55,0,22.5,0,No,75
4,82,0,18.7,0,No,82
6,65,0,19.4,0,No,78
15,80,0,17.5,0,No,82
11,93,0,14.5,0,No,86
6,94,0,13.6,0,No,86
13,64,0,18.4,0,No,77
24,47,0,20.9,0,No,73
13,37,0,24.7,0,No,70
15,91,0,17.1,0,Yes,85
13,75,0,11.8,0,Yes,81
19,68,0,13.9,0,No,79
19,76,0,13.2,0,Yes,81
15,76,0,12.3,0,Yes,81
13,81,0,11.7,0,No,82
19,74,0,12.7,0,No,80
15,80,0,15.7,0,No,82
11,83,0,14.3,0,No,83
15,76,0,14.8,0,No,81
15,72,0,15.8,0,No,80
7,92,0,11.7,0,Yes,85
22,93,0,12,0,Yes,86
15,84,0,11.2,0,Yes,83
2,68,0,13.7,0,No,79
9,65,0,14.1,0,No,78
19,45,0,17,0,No,72
13,38,0,18,0,No,70
15,74,0,15.1,0,No,80
19,78,0,15.7,0,No,81
11,74,0,12.8,0,No,80
11,66,0,13,0,No,78
13,71,0,14,0,No,79
0,93,0,10.9,0,No,86
2,74,0,13.9,0,No,80
22,64,0,15.6,0,No,77
22,72,0,9.9,0,Yes,80
15,82,0,12.2,0,No,82
17,80,0,12.6,0,Yes,82
15,77,0,12.5,0,No,81
17,80,0,13.1,0,No,82
7,76,0,10.6,0,No,81
22,57,0,12.3,0,No,75
11,90,0,10.2,0,No,85
2,95,0,9.1,0,No,86
6,79,0,10.5,0,No,82
2,94,0,9.7,0,No,86
6,95,0,8,0,No,86
19,82,0,11.7,0,No,82
9,79,0,14.5,0,No,82
7,78,0,8.2,0,No,81
0,88,0,9.6,0,No,84
17,79,0,11.7,0,No,82
28,92,0,12.1,0,Yes,85
17,76,0,8.8,0,Yes,81
7,92,0,10,0,No,85
22,77,0,12,0,No,81
17,74,0,11.7,0,No,80
17,80,0,11.5,0,Yes,82
11,94,0,11.1,0,Yes,86
6,95,0,10.9,0,Yes,86
6,96,0,10.5,0,Yes,86
13,89,0,9.8,0,Yes,84
9,94,0,8,0,No,86
22,73,0,9,0,No,80
17,86,0,13.1,0,No,84
11,89,0,10,0,Yes,84
15,77,0,8.7,0,No,81
11,91,0,8.7,0,No,85
11,83,0,8.4,0,No,83
15,70,0,9.1,0,No,79
11,85,0,7.3,0,No,83
11,70,0,8.1,0,No,79
13,62,0,10.2,0,No,77
17,85,0,13.6,0,Yes,83
9,84,0,8.9,0,No,83
7,84,0,10.1,0,No,83
15,56,0,10.8,0,No,75
7,69,0,9.9,0,No,79
11,89,0,8.6,0,Yes,84
0,96,0,3.9,0,No,86
11,92,0,8.1,0,No,85
19,89,0,7.3,0,No,84
22,78,0,10.3,0,No,81
6,93,0,8.1,0,Yes,86
22,90,0,8.1,0,Yes,85
19,83,0,8.9,0,No,83
11,92,0,7,0,No,85
9,80,0,7.7,0,No,82
20,65,0,8.6,0,No,78
20,53,0,11.2,0,No,74
24,42,0,13.5,0,No,71
19,86,0,13,0,Yes,84
11,88,0,10.5,0,Yes,84
6,95,0,8.9,0,No,86
6,95,0,9.2,0,No,86
20,73,0,9.7,0,No,80
19,79,0,7.4,0,No,82
15,72,0,7.8,0,No,80
11,88,0,7.4,0,No,84
11,90,0,7.6,0,No,85
13,86,0,9.4,0,No,84
7,77,0,13.2,0,No,81
17,65,0,14.1,0,No,78
13,49,0,15.7,0,No,73
15,61,0,14.1,0,No,77
22,66,0,13.7,0,No,78
9,86,0,7.1,0,No,84
17,67,0,9,0,No,78
22,55,0,10.2,0,No,75
13,45,0,11.2,0,No,72
11,93,0,10.1,0,Yes,86
7,93,0,11,0,No,86
20,75,0,13.3,0,No,81
15,89,0,10.6,0,No,84
20,71,0,7.8,0,Yes,79
15,84,0,8.3,0,No,83
15,67,0,11.8,0,No,78
11,79,0,10.7,0,No,82
6,72,0,10.3,0,No,80
19,51,0,14,0,No,74
11,46,0,15.2,0,No,72
7,94,0,10.2,0,No,86
22,52,0,17.5,0,No,74
22,69,0,8.1,0,Yes,79
13,76,0,8.1,0,No,81
13,73,0,10.7,0,No,80
7,89,0,9,0,Yes,84
17,89,0,9.4,0,Yes,84
22,78,0,9.7,0,Yes,81
11,71,0,10.3,0,No,79
17,77,0,9.2,0,Yes,81
22,59,0,12.3,0,No,76
19,48,0,15.2,0,No,73
20,90,0,9.5,0,Yes,85
19,94,0,11.8,0,Yes,86
13,75,0,10.8,0,Yes,81
6,73,0,11.8,0,No,80
22,90,0,10.8,0,Yes,85
13,66,0,11.1,0,No,78
7,81,0,10.8,0,No,82
15,57,0,14.4,0,No,75
17,38,0,18.5,0,No,70
19,42,0,19.8,0,No,71
22,76,0,13.2,0,No,81
22,60,0,11,0,No,76
17,68,0,12.8,0,No,79
7,68,0,14,0,No,79
19,89,0,10.4,0,No,84
22,65,0,11.1,0,No,78
11,70,0,10.3,0,No,79
4,92,0,9.5,0,No,85
17,55,0,12.9,0,No,75
24,72,0,9.8,0,No,80
7,76,0,9.6,0,Yes,81
19,51,0,14,0,No,74
17,77,0,9.9,0,Yes,81
13,85,0,11.1,0,No,83
17,68,0,14.9,0,No,79
20,31,0,21.1,0,No,68
24,53,0,12.1,0,No,74
13,66,0,9.3,0,Yes,78
20,59,0,13.6,0,No,76
19,51,0,12.3,0,No,74
17,61,0,15.9,0,No,77
28,77,0,6.5,0,Yes,81
7,59,0,10.8,0,Yes,76
20,40,0,14.7,0,No,71
33,52,0,16,0,No,74
30,60,0,9.9,0,Yes,76
22,61,0,14.9,0,Yes,77
15,62,0,16.4,0,No,77
7,51,0,19.3,0,No,74
15,46,0,19.3,0,No,72
15,48,0,21,0,No,73
35,45,0,25.8,0,No,72
26,55,0,13.7,0,Yes,75
13,50,0,13,0,No,74
6,52,0,14.6,0,No,74
17,47,0,17.1,0,No,73
28,18,0,25,0,No,65
17,42,0,21,0,No,71
26,39,0,13.5,0,No,70
19,72,0,12.9,0,No,80
20,59,0,13.8,0,No,76
7,53,0,14,0,No,74
17,35,0,19.4,0,No,69
20,71,0,10.6,0,No,79
9,58,0,11.5,0,No,76
20,47,0,15,0,No,73
28,20,0,22.4,0,No,65
19,50,0,17.6,0,No,74
6,60,0,15.4,0,Yes,76
7,49,0,17.4,0,No,73
11,40,0,21.7,0,No,71
15,51,0,19.2,0,No,74
19,45,0,18.8,0,No,72
11,49,0,13,0,No,73
6,49,0,14.9,0,No,73
4,59,0,14,0,No,76
15,51,0,18.4,0,No,74
17,15,0,29.1,0,No,64
15,69,0,15.4,0,No,79
7,35,0,22.8,0,No,69
28,15,0,34.8,0,No,64
13,47,0,14.7,0,No,73
6,46,0,17.6,0,No,72
20,48,0,18.6,0,No,73
17,65,0,17,0,No,78
28,52,0,16.9,0,No,74
17,44,0,17.7,0,No,72
6,45,0,16.8,0,No,72
13,27,0,23.5,0,No,67
